rank,target,ref,signal_type,counter_trade,use_excess_return,threshold_width,hold_days,start_days,sma_period,correlation,other_message,trade_count,long_count,short_count,win_rate,total_profit,positive_year_ratio,worst_year_profit,average_pct,std_pct,t_value,average_long_pct,average_short_pct
7726,GOLD_USD,EUR_USD,di,True,False,20.0,20,1,15,0.013745008,,120,56,64,57.500000000,512.200000000,73.333333333,-176.000000000,0.455222887,5.289804615,0.942703416,1.496510081,-0.455903408
7727,OIL_USD,USD_CHF,change,True,False,1.0,20,1,100,-0.095791108,,205,118,87,51.707317073,128.270000000,33.333333333,-31.300000000,0.672597854,10.215834544,0.942667551,1.428373086,-0.352476597
7728,OIL_USD,EUR_AUD,bb,True,False,1.0,20,1,100,-0.118980991,,156,88,68,53.205128205,73.140000000,66.666666667,-37.010000000,0.772981988,10.243112063,0.942539911,1.194062059,0.228054836
7729,NZD_JPY,UK100_Futures,bb,False,False,1.5,20,1,10,-0.012610387,,238,119,119,53.781512605,49.030610668,73.333333333,-7.825723912,0.260194787,4.259307676,0.942427730,0.555927048,-0.035537474
7730,UK100_Futures,ZAR_JPY,bb,True,False,2.5,20,1,15,-0.011558648,,48,37,11,60.416666667,1551.000000000,60.000000000,-513.000000000,0.634068820,4.662300317,0.942229661,0.883026207,-0.203333299
7731,CHF_JPY,ZAR_JPY,sma,True,False,1.0,20,1,50,0.047740442,,237,117,120,54.008438819,36.882310959,60.000000000,-16.539749620,0.204610153,3.343214185,0.942187096,0.641264424,-0.221127762
7732,AUD_JPY,EUR_GBP,bb,False,False,1.0,20,1,200,0.043466706,,139,68,71,53.956834532,33.485179033,46.666666667,-9.783008904,0.322327607,4.033589703,0.942135102,1.135972704,-0.456938119
7733,AUD_NZD,CHF_JPY,bb,True,False,1.5,20,1,15,-0.029691035,,228,107,121,53.508771930,0.367800549,60.000000000,-0.074495617,0.144313940,2.312937577,0.942132089,0.146556629,0.142330736
7734,GBP_AUD,EUR_AUD,change,True,False,1.0,20,1,100,-0.097461624,,210,119,91,53.809523810,0.939802806,53.333333333,-0.336350386,0.184426905,2.837099199,0.942018439,-0.028148560,0.462410205
7735,CAD_JPY,EUR_GBP,bb,False,False,1.5,20,1,10,0.043739064,,239,123,116,52.301255230,38.567318885,53.333333333,-11.674023620,0.221578831,3.636602185,0.941957747,0.284218781,0.155158884
7736,USD_JPY,NZD_JPY,bb,False,False,1.0,20,1,10,-0.031656168,,281,149,132,49.822064057,36.487860540,66.666666667,-11.591650880,0.145568101,2.590534063,0.941954814,0.314806628,-0.045466297
7737,GBP_AUD,TRY_JPY,sma,False,False,1.0,20,1,200,0.109442481,,200,84,116,49.000000000,0.577735775,60.000000000,-0.336881269,0.192836382,2.895192626,0.941947088,0.121389394,0.244573855
7738,EUR_JPY,USD_CAD,bb,False,False,1.5,20,1,15,0.015259229,,229,113,116,52.401746725,62.510011212,66.666666667,-14.329053232,0.205942453,3.308868784,0.941855066,0.480393967,-0.061411177
7739,CHF_JPY,ZAR_JPY,bb,True,False,2.0,20,1,15,0.001802290,,147,81,66,56.462585034,27.389460402,53.333333333,-19.079455012,0.246394013,3.171804959,0.941851305,0.482270628,-0.043090925
7740,USD_CAD,EUR_CHF,sma,True,False,1.0,20,1,10,-0.042409949,,58,31,27,48.275862069,0.224693003,50.000000000,-0.037425653,0.379812541,3.071293490,0.941807139,0.754980340,-0.050935672
7741,TRY_JPY,SILVER_USD,sma,False,False,1.0,20,1,200,-0.007009108,,210,123,87,53.809523810,59.361651668,60.000000000,-16.219990372,0.333981260,5.139199798,0.941751333,2.040946615,-2.079314588
7742,USD_JPY,GBP_JPY,sma,False,False,1.0,20,1,100,0.043677783,,198,110,88,57.575757576,33.671640840,46.666666667,-10.606782080,0.178563795,2.668437307,0.941605527,0.433533009,-0.140147722
7743,USD_CAD,ZAR_JPY,stoch,True,False,30.0,20,1,100,-0.042015160,,117,55,62,56.410256410,0.397531594,73.333333333,-0.106396187,0.212940445,2.446450583,0.941487677,0.435987209,0.015076379
7744,AUD_USD,CHF_JPY,bb,False,False,1.5,20,1,15,-0.009562372,,228,121,107,49.122807018,0.442030938,60.000000000,-0.130459312,0.236694228,3.796747247,0.941333262,0.250655926,0.220905766
7745,EUR_AUD,AUD_NZD,bb,False,False,2.5,20,1,50,0.048393386,,44,18,26,50.000000000,0.238847975,66.666666667,-0.114748616,0.330383543,2.328135500,0.941318277,0.682139292,0.086860332
7746,EUR_JPY,TRY_JPY,bb,True,False,1.5,20,1,100,-0.051724996,,106,55,51,58.490566038,47.777587060,73.333333333,-16.121255472,0.313823754,3.433853310,0.940929332,0.605209454,-0.000415726
7747,CAD_JPY,GBP_AUD,change,True,False,1.0,20,1,15,-0.031601190,,246,127,119,51.626016260,48.377947610,53.333333333,-20.767811300,0.214342501,3.573402397,0.940792665,0.267949277,0.157131908
7748,CHF_JPY,US30_Futures,di,False,False,20.0,20,1,10,0.007858558,,168,90,78,53.571428571,36.978520164,50.000000000,-10.032383496,0.223437569,3.078745135,0.940669582,0.501572199,-0.097487004
7749,GBP_USD,TRY_JPY,bb,True,False,2.0,20,1,100,0.013198095,,59,29,30,57.627118644,0.314991013,66.666666667,-0.084284545,0.303681444,2.479957861,0.940589140,-0.130358083,0.723252986
7750,GBP_JPY,EUR_AUD,bb,False,False,2.5,20,1,15,0.006269379,,51,33,18,56.862745098,15.821328191,57.142857143,-46.566262280,0.458866636,3.483995353,0.940576236,0.258754086,0.825739643
7751,EUR_GBP,NQ100_Futures,bb,True,False,1.0,20,1,200,-0.110769371,,148,36,112,52.702702703,0.231721445,60.000000000,-0.064815381,0.184848122,2.390915422,0.940549565,0.574163757,0.059710954
7752,USD_JPY,GBP_CHF,stoch,False,False,30.0,20,1,200,0.016047285,,102,49,53,51.960784314,28.695801040,60.000000000,-8.568048000,0.255362811,2.742072585,0.940543288,0.582179019,-0.046788024
7753,EUR_JPY,EUR_JPY,bb,False,False,2.0,20,1,50,-0.040233872,,86,46,40,47.674418605,33.694309004,53.333333333,-13.752748368,0.318628940,3.141971943,0.940442273,0.745091383,-0.171802869
7754,USSPX500_Futures,EUR_JPY,stoch,False,False,30.0,20,1,200,0.003680039,,117,85,32,55.555555556,400.500000000,60.000000000,-281.250000000,0.371805464,4.276554145,0.940404554,0.395812745,0.308036124
7755,USD_JPY,COPPER_USD,bb,True,False,1.0,20,1,10,0.002753526,,281,137,144,51.957295374,41.761751920,73.333333333,-9.701139760,0.146606284,2.613376734,0.940380740,0.498686488,-0.188358910
7756,GBP_AUD,NQ100_Futures,stoch,False,False,30.0,20,1,200,0.141026459,,133,106,27,56.390977444,0.597301995,53.333333333,-0.261187717,0.271373671,3.328049744,0.940380730,0.106305035,0.919420907
7757,NZD_USD,USD_JPY,bb,True,False,2.0,20,1,10,-0.009373920,,142,74,68,47.887323944,0.224128490,60.000000000,-0.080589266,0.282553743,3.580611541,0.940346754,0.131319893,0.447131756
7758,USD_CHF,USD_CHF,di,True,False,20.0,20,1,15,-0.054760082,,120,66,54,49.166666667,0.293584382,40.000000000,-0.124267142,0.294914210,3.435715671,0.940305782,0.426927596,0.133564517
7759,GOLD_USD,USD_CAD,stoch,True,False,30.0,20,1,200,-0.026036220,,116,66,50,53.448275862,881.300000000,60.000000000,-126.800000000,0.477722000,5.472022801,0.940278136,1.391190320,-0.728056183
7760,USD_JPY,AUD_NZD,stoch,True,False,30.0,20,1,15,0.011064136,,228,125,103,49.122807018,42.113882480,66.666666667,-11.813672960,0.172841234,2.775720933,0.940240559,0.415123114,-0.121190174
7761,US30_Futures,GBP_CHF,di,True,False,20.0,20,1,15,-0.062427889,,98,55,43,54.081632653,3862.000000000,50.000000000,-1962.000000000,0.378294285,3.982983479,0.940230452,0.893087604,-0.280162286
7762,GBP_CHF,SILVER_USD,bb,False,False,1.5,20,1,200,0.019029907,,88,57,31,57.954545455,0.449429795,66.666666667,-0.297164529,0.295858685,2.951845739,0.940225446,0.058587162,0.732132130
7763,GBP_JPY,GBP_JPY,stoch,False,False,30.0,20,1,15,-0.047321941,,234,128,106,52.564102564,74.880021285,60.000000000,-32.235758596,0.191765436,3.120860567,0.939948144,0.454303457,-0.125261608
7764,GBP_CHF,CHF_JPY,stoch,False,False,30.0,20,1,200,0.057857951,,129,93,36,55.813953488,0.594650013,53.333333333,-0.154054185,0.252939191,3.056670051,0.939858380,0.020131978,0.854357824
7765,GOLD_USD,EUR_AUD,bb,True,False,1.5,20,1,10,-0.004117326,,228,117,111,53.070175439,828.400000000,60.000000000,-83.000000000,0.338025802,5.432006831,0.939630203,0.944326024,-0.301047404
7766,NZD_JPY,NZD_JPY,bb,True,False,2.0,20,1,15,-0.055746708,,142,73,69,52.112676056,26.714825339,46.666666667,-10.802607580,0.322963204,4.095832749,0.939625950,0.878014465,-0.264264942
7767,AUD_JPY,AUD_USD,bb,False,False,1.0,20,1,200,0.039814898,,144,90,54,48.611111111,39.999417745,57.142857143,-20.864167636,0.305999023,3.907970990,0.939615028,0.315426417,0.290286698
7768,EUR_NZD,EUR_USD,bb,False,False,2.0,20,1,15,-0.023710110,,149,80,69,54.362416107,0.532990000,53.333333333,-0.545900000,0.237980802,3.091721946,0.939581871,0.170014062,0.316782819
7769,EUR_AUD,AUD_JPY,bb,True,False,1.0,20,1,15,0.046095895,,251,117,134,51.394422311,0.749060966,53.333333333,-0.235320236,0.162882795,2.746517763,0.939571127,-0.042534575,0.342239753
7770,USD_JPY,GBP_CHF,bb,False,False,1.5,20,1,10,-0.020804874,,247,122,125,51.417004049,44.430272320,66.666666667,-8.057491440,0.159498960,2.668036744,0.939538381,0.440829394,-0.115079544
7771,GBP_JPY,NZD_USD,bb,False,False,2.5,20,1,50,-0.005964803,,44,21,23,50.000000000,44.926353168,66.666666667,-12.962011144,0.559534852,3.951793485,0.939202500,0.734861015,0.399454442
7772,EUR_JPY,EUR_GBP,stoch,False,False,30.0,20,1,10,0.039768674,,272,129,143,50.735294118,53.862857976,60.000000000,-16.356739248,0.184022950,3.231807845,0.939097987,0.482637392,-0.085356512
7773,CAD_JPY,UK100_Futures,change,False,False,1.0,20,1,100,0.063815676,,216,122,94,51.388888889,50.177742440,66.666666667,-12.554840400,0.231217229,3.618836490,0.939027059,0.364929441,0.057675847
7774,GBP_JPY,EUR_USD,bb,False,False,2.0,20,1,15,0.005446234,,149,80,69,53.020134228,62.514833494,73.333333333,-38.068550276,0.272419639,3.541419190,0.938975394,0.387248908,0.139284255
7775,GBP_JPY,EUR_USD,bb,False,False,1.0,20,1,15,0.005446234,,252,134,118,52.777777778,85.526288724,66.666666667,-18.699788100,0.199500907,3.372856803,0.938960324,0.548930362,-0.197308813
7776,GBP_AUD,USD_CHF,sma,False,False,1.0,20,1,100,-0.003473216,,198,81,117,53.535353535,0.784627019,60.000000000,-0.266795591,0.193816904,2.905094617,0.938780294,0.055422548,0.289628380
7777,CAD_JPY,GBP_USD,bb,True,False,1.5,20,1,10,-0.036348871,,239,118,121,50.627615063,45.137049870,60.000000000,-6.616143780,0.221658613,3.650483744,0.938713670,0.291282838,0.153760607
7778,NZD_JPY,USD_CAD,bb,False,False,1.0,20,1,50,0.037054552,,191,94,97,53.403141361,39.136703059,66.666666667,-11.766812516,0.303507960,4.469301069,0.938527836,0.995207486,-0.366798797
7779,CAD_JPY,USD_CHF,bb,True,False,1.5,20,1,200,-0.032817346,,89,62,27,56.179775281,31.998218970,53.333333333,-12.465457800,0.432947733,4.352340545,0.938442363,0.211433470,0.941610116
7780,GBP_USD,EUR_JPY,change,False,False,1.0,20,1,10,0.024828821,,261,137,124,52.107279693,0.600077244,53.333333333,-0.198349274,0.149103342,2.566886814,0.938427905,0.107385723,0.195194583
7781,EUR_GBP,CBOE_Volatility_Index,bb,False,False,2.5,20,1,50,0.040268054,,39,38,1,51.282051282,0.118440308,46.666666667,-0.021919500,0.379496848,2.525477915,0.938419235,0.515779584,-4.799247137
7782,USD_JPY,OIL_USD,bb,True,False,2.0,20,1,10,-0.034861763,,119,65,54,48.739495798,30.100722800,53.333333333,-10.845089280,0.245095377,2.849276685,0.938369698,0.515366142,-0.080230545
7783,ZAR_JPY,NQ100_Futures,bb,False,False,1.0,20,1,100,0.054196778,,165,114,51,53.333333333,10.205270814,53.333333333,-2.602226646,0.345925730,4.735364569,0.938364174,0.374972887,0.280996791
7784,ZAR_JPY,EUR_NZD,sma,False,False,1.0,20,1,50,-0.003653166,,220,95,125,50.909090909,7.626031975,53.333333333,-2.748580473,0.335013155,5.295650572,0.938326282,0.606886990,0.128389040
7785,GBP_AUD,US30_Futures,stoch,True,False,30.0,20,1,15,0.085889754,,223,92,131,52.017937220,1.006674733,64.285714286,-0.185994629,0.175033226,2.786293472,0.938093381,0.127062121,0.208722857
7786,GBP_CHF,USD_JPY,change,False,False,1.0,20,1,200,0.034974270,,192,95,97,53.125000000,0.543650160,66.666666667,-0.278867378,0.157742905,2.330000285,0.938089929,0.173938011,0.141881718
7787,GBP_CHF,EUR_AUD,stoch,False,False,30.0,20,1,50,0.031255316,,155,61,94,50.967741935,0.443942604,66.666666667,-0.129601986,0.174282530,2.313021746,0.938080245,0.103827449,0.220003381
7788,GBP_USD,USD_CAD,change,True,False,1.0,20,1,15,-0.093020916,,230,116,114,54.347826087,0.494271089,60.000000000,-0.290555436,0.152778517,2.469958339,0.938072877,0.153086695,0.152464932
7789,EUR_JPY,CHF_JPY,stoch,False,False,30.0,20,1,15,0.018382448,,240,126,114,52.500000000,65.495123440,66.666666667,-9.515474240,0.192675896,3.182273128,0.937984272,0.364143589,0.003158971
7790,GBP_USD,CAD_JPY,bb,False,False,1.0,20,1,50,0.023092917,,189,103,86,52.380952381,0.544077191,53.333333333,-0.214528069,0.159581692,2.339159841,0.937894673,0.337557769,-0.053575702
7791,ZAR_JPY,AUD_NZD,stoch,True,False,30.0,20,1,10,-0.007433650,,245,134,111,53.469387755,9.937280119,53.333333333,-5.152182699,0.297822822,4.970734763,0.937822023,0.377734318,0.201353089
7792,EUR_USD,EUR_NZD,bb,True,False,1.5,20,1,50,-0.016401178,,145,78,67,55.172413793,0.418679004,66.666666667,-0.168941823,0.221665821,2.846427088,0.937740497,0.191131215,0.257213572
7793,EUR_JPY,COPPER_USD,bb,False,False,1.5,20,1,100,0.071692580,,115,71,44,50.434782609,42.598493408,53.333333333,-16.242286816,0.263383941,3.012387424,0.937621129,0.291564620,0.217910571
7794,EUR_USD,EUR_NZD,sma,False,False,1.0,20,1,15,0.039401583,,240,114,126,49.166666667,0.566093495,73.333333333,-0.148471581,0.169369326,2.798580404,0.937567601,0.141993012,0.194138372
7795,EUR_AUD,TRY_JPY,sma,False,False,1.0,20,1,100,0.015831503,,211,96,115,54.502369668,0.492406609,66.666666667,-0.144405372,0.171900929,2.663426863,0.937515971,-0.100725776,0.399484960
7796,USD_JPY,SILVER_USD,bb,True,False,2.5,20,1,50,0.012091057,,48,16,32,52.083333333,11.452357280,66.666666667,-7.148890640,0.325066077,2.402239387,0.937510165,0.814340316,0.080428958
7797,EUR_GBP,EUR_USD,bb,False,False,1.5,20,1,100,-0.013331718,,114,67,47,53.508771930,0.166772625,66.666666667,-0.034799858,0.178675840,2.035319747,0.937315096,0.121988085,0.259486043
7798,NQ100_Futures,OIL_USD,stoch,False,False,30.0,20,1,100,0.009712723,,140,92,48,55.714285714,1462.580000000,60.000000000,-359.470000000,0.453199812,5.720964086,0.937312734,0.777649325,-0.168661755
7799,NQ100_Futures,EUR_AUD,bb,True,False,2.0,20,1,100,-0.007972859,,61,33,28,57.377049180,679.440000000,46.666666667,-232.500000000,0.725042647,6.041726909,0.937275747,1.421171671,-0.095395131
7800,GBP_CHF,GBP_USD,stoch,False,False,30.0,20,1,200,0.045925406,,122,71,51,50.819672131,0.706504593,60.000000000,-0.183772667,0.249443852,2.939721939,0.937230614,0.121591922,0.427433793
7801,OIL_USD,USD_CHF,change,True,False,1.0,20,1,15,-0.056851251,,243,123,120,53.909465021,71.950000000,60.000000000,-22.810000000,0.586018932,9.747082002,0.937217012,0.890091272,0.274344783
7802,GBP_JPY,AUD_USD,bb,False,False,2.0,20,1,15,0.004386878,,143,76,67,49.650349650,70.308393225,73.333333333,-28.384777819,0.257865759,3.290204465,0.937214090,0.686998732,-0.228911941
7803,EUR_USD,TRY_JPY,bb,True,False,2.0,20,1,50,-0.042822998,,84,45,39,54.761904762,0.261515861,60.000000000,-0.077454493,0.283451358,2.772022998,0.937176425,0.214661540,0.362824224
7804,USD_JPY,ZAR_JPY,bb,True,False,1.5,20,1,50,-0.011193465,,141,68,73,51.773049645,36.080857840,60.000000000,-15.641378560,0.228123119,2.890437413,0.937163330,0.523702924,-0.047211494
7805,AUD_USD,EUR_GBP,bb,False,False,2.0,20,1,10,0.087594432,,136,67,69,48.529411765,0.277168534,73.333333333,-0.108943407,0.285919777,3.558374564,0.937048326,0.137152269,0.430375183
7806,GBP_AUD,EUR_NZD,bb,True,False,2.0,20,1,100,-0.043322830,,63,36,27,58.730158730,0.346228454,46.666666667,-0.095967622,0.349142857,2.957449304,0.937035678,0.222028644,0.518628474
7807,GBP_CHF,EUR_JPY,sma,False,False,1.0,20,1,15,0.029185601,,219,116,103,49.771689498,0.755793308,60.000000000,-0.123045886,0.169904005,2.683645053,0.936915880,0.172352467,0.167146514
7808,ZAR_JPY,NZD_JPY,bb,False,False,2.0,20,1,200,0.053881043,,51,34,17,54.901960784,4.811107346,73.333333333,-2.851071166,0.708824356,5.404036192,0.936710679,0.676426179,0.773620712
7809,AUD_JPY,CBOE_Volatility_Index,sma,True,False,1.0,20,1,100,0.025912296,,264,152,112,48.484848485,40.378801464,60.000000000,-14.367054696,0.239719958,4.158156542,0.936710356,0.515751106,-0.134893742
7810,TRY_JPY,USD_CHF,stoch,True,False,30.0,20,1,100,-0.086805645,,132,77,55,58.333333333,39.234497074,66.666666667,-20.793899425,0.427495234,5.243458306,0.936699793,1.375079229,-0.899122358
7811,EUR_GBP,AUD_JPY,bb,True,False,1.0,20,1,100,-0.062410382,,159,56,103,49.685534591,0.227188957,46.666666667,-0.047496649,0.147699124,1.988283360,0.936695003,0.435935914,-0.009012140
7812,USD_CHF,EUR_AUD,sma,False,False,1.0,20,1,50,0.069986542,,199,91,108,53.266331658,0.491212863,66.666666667,-0.131576750,0.213986892,3.222748659,0.936671426,0.155992782,0.262852299
7813,USD_CHF,TRY_JPY,change,False,False,1.0,20,1,10,0.014727360,,280,146,134,53.214285714,0.628126962,66.666666667,-0.156772722,0.180219316,3.219630714,0.936643428,0.332920775,0.013843099
7814,AUD_USD,AUD_JPY,stoch,True,False,30.0,20,1,100,-0.089446798,,143,45,98,52.447552448,0.444895461,60.000000000,-0.159990318,0.294177536,3.756132271,0.936562246,1.056342262,-0.055796063
7815,GBP_AUD,UK100_Futures,change,True,False,1.0,20,1,10,0.040488622,,283,136,147,51.943462898,1.433775776,66.666666667,-0.316720885,0.169593555,3.046456452,0.936499583,-0.034126944,0.358069664
7816,GBP_USD,EUR_JPY,change,False,False,1.0,20,1,100,0.047325236,,210,127,83,51.428571429,0.524206106,66.666666667,-0.281213518,0.161860316,2.504716298,0.936464867,0.093348999,0.266690885
7817,ZAR_JPY,AUD_NZD,bb,False,False,2.0,20,1,100,0.111845825,,69,29,40,55.072463768,4.089854467,60.000000000,-2.699195751,0.705214355,6.255903578,0.936387577,0.148171643,1.109070321
7818,EUR_JPY,ZAR_JPY,bb,False,False,2.5,20,1,100,-0.013273058,,37,14,23,51.351351351,30.835256744,53.333333333,-12.910861504,0.595991504,3.871645339,0.936365413,1.560204962,0.009078963
7819,USD_CHF,US30_Futures,stoch,True,False,30.0,20,1,10,-0.010587438,,248,106,142,55.241935484,0.596610164,71.428571429,-0.102946672,0.182621461,3.071558751,0.936308199,0.310112290,0.087452250
7820,TRY_JPY,AUD_USD,change,False,False,1.0,20,1,10,0.080509231,,262,138,124,47.709923664,89.521013833,60.000000000,-13.539131979,0.328334171,5.676322139,0.936266955,1.730122215,-1.231720264
7821,CAD_JPY,SILVER_USD,bb,True,False,2.0,20,1,10,-0.046267801,,152,70,82,53.289473684,38.625403370,53.333333333,-7.563101640,0.240409388,3.165763768,0.936256213,0.342657575,0.153124351
7822,NZD_USD,OIL_USD,bb,False,False,2.5,20,1,50,0.026170201,,38,19,19,55.263157895,0.125043964,40.000000000,-0.041276853,0.456192608,3.003681170,0.936237884,0.309862375,0.602522841
7823,USSPX500_Futures,EUR_NZD,sma,False,False,1.0,20,1,10,0.056457818,,236,114,122,50.847457627,595.060000000,46.666666667,-183.750000000,0.294021417,4.825877175,0.935963049,0.561268023,0.044299179
7824,USD_JPY,SILVER_USD,bb,True,False,2.5,20,1,100,-0.005388452,,32,9,23,62.500000000,13.548146160,66.666666667,-5.075868160,0.439855503,2.658600581,0.935905337,0.268800665,0.506790005
7825,USSPX500_Futures,AUD_NZD,bb,False,False,1.0,20,1,50,0.024887728,,185,87,98,54.594594595,613.010000000,66.666666667,-301.250000000,0.327628520,4.762324831,0.935725682,0.846183344,-0.132721172
7826,GBP_JPY,GBP_CHF,bb,True,False,1.5,20,1,15,-0.091049959,,220,107,113,55.909090909,69.945330202,66.666666667,-31.387908008,0.210716792,3.340290175,0.935677722,0.499059939,-0.062316101
7827,EUR_NZD,GBP_USD,bb,True,False,1.0,20,1,200,-0.015945108,,150,61,89,55.333333333,0.752500000,53.333333333,-0.164580000,0.230421412,3.017369305,0.935276441,0.197769998,0.252800471
7828,EUR_AUD,NZD_JPY,di,False,False,20.0,20,1,15,0.051175740,,117,65,52,52.136752137,0.454131713,66.666666667,-0.174763964,0.239717631,2.772724548,0.935160555,-0.012879918,0.555464567
7829,ZAR_JPY,EUR_NZD,bb,False,False,2.5,20,1,15,-0.009458110,,42,24,18,61.904761905,2.524961011,64.285714286,-1.296941534,0.629864666,4.365015813,0.935160318,0.095767534,1.341994175
7830,AUD_JPY,USD_CHF,stoch,True,False,30.0,20,1,15,-0.027094279,,243,127,116,48.971193416,44.426263337,60.000000000,-16.843326020,0.254194443,4.237405204,0.935123980,0.622912948,-0.149488746
7831,US30_Futures,TRY_JPY,bb,False,False,1.5,20,1,50,0.004646360,,131,65,66,55.725190840,5266.500000000,42.857142857,-1688.000000000,0.359164743,4.396089354,0.935110288,0.689168753,0.034160795
7832,NQ100_Futures,UK100_Futures,bb,False,False,2.0,20,1,100,-0.025573800,,58,27,31,51.724137931,706.550000000,60.000000000,-216.250000000,0.702890898,5.724662872,0.935086960,1.314510673,0.170189805
7833,EUR_CHF,AUD_JPY,bb,True,False,1.5,20,1,100,-0.037035005,,110,37,73,51.818181818,0.156596297,53.333333333,-0.089323243,0.139233163,1.561837330,0.934981964,0.626931277,-0.107956292
7834,EUR_AUD,EUR_USD,bb,True,False,2.5,20,1,15,-0.007676447,,38,17,21,57.894736842,0.382063580,66.666666667,-0.101951996,0.507176972,3.344552778,0.934788307,0.076727763,0.855635855
7835,USD_CHF,GBP_CHF,stoch,False,False,30.0,20,1,50,0.002481407,,151,76,75,52.980132450,0.590159527,66.666666667,-0.129834805,0.264671415,3.479788217,0.934636418,0.244608158,0.285002181
7836,EUR_JPY,CHF_JPY,bb,False,False,2.5,20,1,100,-0.003923552,,33,23,10,51.515151515,20.631509416,50.000000000,-6.951232592,0.462117535,2.840677153,0.934517718,0.917099458,-0.584340887
7837,GBP_AUD,GBP_JPY,bb,False,False,1.0,20,1,15,0.046418474,,251,132,119,52.191235060,0.874952668,53.333333333,-0.353549848,0.193099260,3.273784597,0.934474318,0.130331989,0.262723461
7838,AUD_USD,NZD_USD,change,False,False,1.0,20,1,200,-0.009233323,,201,125,76,57.213930348,0.326831173,46.666666667,-0.109480313,0.237760994,3.607348240,0.934438163,0.396702078,-0.023655263
7839,EUR_JPY,AUD_NZD,bb,False,False,2.5,20,1,15,0.040333725,,42,18,24,57.142857143,26.157793304,60.000000000,-5.251893648,0.473823581,3.286183321,0.934435930,0.741793745,0.272845959
7840,TRY_JPY,CAD_JPY,bb,False,False,2.0,20,1,50,0.009142497,,88,46,42,55.681818182,35.701979510,53.333333333,-13.424888145,0.525171753,5.272442236,0.934395771,2.276022313,-1.392426480
7841,EUR_USD,EUR_JPY,di,False,False,20.0,20,1,10,-0.011010287,,195,97,98,52.820512821,0.529877894,80.000000000,-0.154273988,0.195463787,2.921508019,0.934278881,0.114128852,0.275968773
7842,GBP_AUD,CHF_JPY,change,False,False,1.0,20,1,15,0.073969465,,243,131,112,53.497942387,0.691629991,66.666666667,-0.291794001,0.178011679,2.970152025,0.934271187,0.005723939,0.379526804
7843,US30_Futures,EUR_USD,bb,False,False,2.0,20,1,100,0.033571075,,61,35,26,57.377049180,3907.000000000,57.142857143,-1617.000000000,0.560332042,4.684263847,0.934262734,0.532250898,0.598133582
7844,EUR_USD,EUR_CHF,bb,False,False,1.0,20,1,15,0.045517926,,258,126,132,54.651162791,0.614771976,53.333333333,-0.109190092,0.159120179,2.735883132,0.934195068,0.207338316,0.113093775
7845,USD_CHF,USD_CHF,change,True,False,1.0,20,1,200,-0.100751347,,198,132,66,52.020202020,0.318607044,73.333333333,-0.299836688,0.204228715,3.076775078,0.934014572,0.224878678,0.162928790
7846,NQ100_Futures,COPPER_USD,bb,True,False,2.5,20,1,100,0.020928527,,31,16,15,70.967741935,763.250000000,71.428571429,-541.250000000,1.091763976,6.508517545,0.933958388,-0.115916609,2.379956600
7847,EUR_AUD,EUR_CHF,change,False,False,1.0,20,1,200,-0.027263766,,175,72,103,54.857142857,0.528278509,53.333333333,-0.315169641,0.196780185,2.787544783,0.933853038,0.004164203,0.331424367
7848,GBP_USD,EUR_NZD,sma,True,False,1.0,20,1,100,-0.028629842,,197,116,81,50.761421320,0.560216486,53.333333333,-0.255570939,0.176780618,2.657005545,0.933846079,0.171053787,0.184982005
7849,EUR_CHF,USD_CAD,bb,True,False,2.0,20,1,200,-0.028542075,,54,26,28,53.703703704,0.268884352,66.666666667,-0.059658221,0.348292562,2.741342490,0.933636416,0.068182643,0.608394630
7850,EUR_JPY,GBP_USD,stoch,False,False,30.0,20,1,200,0.060723992,,122,71,51,53.278688525,52.361830072,60.000000000,-21.575133456,0.280442879,3.318120138,0.933538484,0.338200529,0.200035171
7851,CHF_JPY,AUD_JPY,bb,False,False,2.0,20,1,100,0.066708960,,65,42,23,49.230769231,24.510208324,60.000000000,-13.960000244,0.375311896,3.241532521,0.933466261,0.443309289,0.251142743
7852,AUD_USD,OIL_USD,bb,True,False,2.0,20,1,10,0.016516237,,119,65,54,49.579831933,0.413641438,60.000000000,-0.151767945,0.333326354,3.895539121,0.933416691,0.518485575,0.110449514
7853,GBP_AUD,NQ100_Futures,bb,False,False,1.0,20,1,200,0.170720322,,148,112,36,50.000000000,0.491952951,73.333333333,-0.317570905,0.225212599,2.935392741,0.933377493,0.061551745,0.734379701
7854,CHF_JPY,GOLD_USD,change,True,False,1.0,20,1,10,-0.016089024,,285,129,156,47.368421053,53.027855594,66.666666667,-14.659136632,0.191338580,3.460825186,0.933351682,0.575351651,-0.126210689
7855,GOLD_USD,USD_CAD,bb,False,False,1.5,20,1,15,0.026109695,,222,111,111,53.153153153,862.600000000,66.666666667,-233.000000000,0.336647494,5.374242039,0.933328765,1.386592008,-0.713297021
7856,EUR_NZD,AUD_JPY,bb,False,False,2.5,20,1,15,0.031292310,,54,21,33,61.111111111,0.364840000,64.285714286,-0.144570000,0.371804073,2.927635743,0.933241370,-0.182005969,0.724228645
7857,NZD_USD,USSPX500_Futures,bb,False,False,1.5,20,1,10,-0.013315613,,231,122,109,53.679653680,0.322573304,60.000000000,-0.087835776,0.218203299,3.554084802,0.933124336,0.173517904,0.268218144
